pq_scan,pq_bar,pq_udise,pq_grade,pq_nasid,pq_section,pq_age,pq_min,pq_miny,pq_gender,pq_bpl,pq_cwsn,pq_q01,pq_q02,pq_q03,pq_q04,pq_q05,pq_q06,pq_q07,pq_q08,pq_q09,pq_q10,pq_q11,pq_q12,pq_q13,pq_q14,pq_q15,pq_q16,pq_q17,pq_q18,pq_q19,pq_q20,pq_q21,pq_q22,pq_q23,pq_q24a,pq_q24b,pq_q24c,pq_q24d,pq_q24e,pq_q24f,pq_q24g,pq_q24h,pq_q24i,pq_q25a,pq_q25b,pq_q25c,pq_q25d,pq_q25e,pq_q25f,pq_q25g,pq_q25h,pq_q25i,pq_q25j,pq_q26a,pq_q26b,pq_q26c,pq_q26d,pq_q26e,pq_q26f,pq_q26g,pq_q27a,pq_q27b,pq_q27c,pq_q27d,pq_q27e,pq_q27f,pq_q27g,pq_q28a,pq_q28b,pq_q28c,pq_q28d,pq_q28e,pq_q28f,pq_q28g,pq_q28h,pq_q29a,pq_q29b,pq_q29c,pq_q29d,pq_q29e,pq_q29f,pq_q29g,pq_q30,pq_q31,pq_q32,pq_q33,pq_q34,pq_q35,pq_q36,pq_q37,pq_q38,pq_q39,pq_q40
41006501,312243343,7040322008,3,13,A,8,2,X,1,2,2,9,9,9,5,2,4,3,2,2,2,2,1,1,1,1,3,3,1,3,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006502,312243344,7040322008,3,14,A,8,2,X,2,2,2,0,0,5,5,5,3,3,3,2,2,1,1,3,1,1,3,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006503,312243345,7040322008,3,15,B,8,2,X,2,2,2,9,0,9,3,2,5,3,1,6,2,1,3,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006504,312243346,7040322008,3,16,B,8,2,X,2,2,2,9,0,9,3,2,5,3,1,4,2,1,1,1,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,1,1,1,1,1,1,X,X,X,X,X
41006505,312243347,7040322008,3,17,B,8,2,X,1,2,2,9,0,3,3,2,6,3,1,2,2,3,1,3,1,1,3,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006506,312243348,7040322008,3,18,B,8,2,X,1,2,2,9,9,9,3,3,6,3,1,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,X,2,1,X,1,2,2,1,X,1,1,1,X,1,2,2,1,2,1,2,2,1,1,2,1,1,2,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006507,312243349,7040322008,3,19,B,8,2,X,2,2,2,9,0,9,3,2,6,3,1,2,2,2,1,1,1,1,3,2,1,2,2,1,X,2,1,1,X,X,X,X,1,1,1,1,1,X,1,2,1,X,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,X,X,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006508,312243350,7040322008,3,20,B,7,2,X,1,2,2,9,9,3,3,3,5,3,1,2,2,4,1,1,1,1,3,X,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,X,1,2,2,2,1,X,1,1,X,X,X,X,X,X,X,X,X,X,X,X
41006509,312243351,7040322008,3,21,E,8,2,X,2,2,2,0,0,3,3,2,6,3,1,2,3,1,3,1,1,1,1,1,1,X,1,X,2,1,1,X,1,1,1,1,X,X,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,X,1,1,1,2,1,1,2,X,1,2,1,1,1,X,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006510,312243352,7040322008,3,22,E,8,2,X,1,2,2,0,0,5,3,X,X,3,3,2,2,1,1,1,1,1,3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006511,312243353,7040322008,3,23,E,8,2,X,1,2,2,9,0,3,3,4,5,3,1,6,1,1,3,1,1,2,3,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006512,312243354,7040322008,3,24,E,8,2,X,1,2,2,9,0,9,3,4,4,3,1,2,2,1,1,1,1,1,3,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006513,312243355,7040322008,3,25,D,8,2,X,1,X,X,0,0,3,3,2,6,3,3,2,2,1,2,1,2,2,3,2,1,3,2,1,2,1,Z,1,1,1,Z,1,1,Z,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,Z,2,1,1,1,2,2,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006514,312243356,7040322008,3,26,D,8,2,X,2,2,2,9,0,9,3,1,3,3,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006515,312243357,7040322008,3,27,D,8,2,X,1,2,2,9,0,9,3,1,6,3,1,2,2,3,1,1,1,1,3,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006516,312243358,7040322008,3,28,D,8,2,1,1,2,2,9,0,9,3,1,6,3,1,2,2,3,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006517,312243359,7040322008,3,29,D,8,2,X,2,2,2,9,0,9,3,3,5,3,3,6,2,2,1,1,1,1,3,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006518,312243360,7040322008,3,30,D,8,2,X,1,2,2,1,0,3,4,X,Z,1,1,Z,2,2,3,1,1,2,Z,3,1,2,Z,3,Z,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,X,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006553,512041401,7040523402,5,1,A,9,2,X,2,1,2,4,5,5,5,3,1,4,3,2,2,2,1,1,1,3,3,1,2,2,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006554,512041402,7040523402,5,2,A,10,2,X,2,1,2,9,1,1,4,3,1,1,4,3,2,2,2,2,2,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,Z,Z,Z,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006555,512041403,7040523402,5,3,A,9,1,1,2,1,2,4,6,4,6,4,1,2,3,4,2,4,4,4,2,3,3,1,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006556,512041404,7040523402,5,4,A,10,1,1,2,1,2,6,3,2,9,3,1,4,4,2,2,2,1,1,2,2,2,2,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006557,512041405,7040523402,5,5,A,10,1,1,2,1,2,1,3,1,4,4,4,1,2,4,2,2,2,3,1,2,2,2,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006558,512041406,7040523402,5,6,A,10,1,1,2,1,2,3,3,3,4,3,4,1,3,4,2,Z,2,X,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006559,512041407,7040523402,5,7,A,9,2,X,2,1,2,4,3,1,2,4,5,1,3,3,1,1,2,2,3,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006560,512041408,7040523402,5,8,A,9,1,1,2,1,2,5,2,4,4,3,1,1,4,6,1,4,1,4,2,2,2,2,2,2,3,2,3,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006561,512041409,7040523402,5,9,A,10,1,1,2,1,2,2,8,2,3,4,1,1,2,2,X,2,1,1,1,1,2,2,1,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006562,512041410,7040523402,5,10,A,10,1,1,2,1,2,4,4,4,4,4,1,4,2,1,1,3,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,Z,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006563,512041411,7040523402,5,11,A,11,2,X,2,1,2,6,6,9,9,3,1,4,4,4,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
41006564,512041412,7040523402,5,12,A,10,2,X,2,1,2,6,6,9,9,3,1,4,3,6,1,4,3,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,Z,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4
41006565,512041413,7040523402,5,13,A,9,2,X,2,1,2,6,6,9,9,2,1,3,3,3,3,2,3,3,3,1,1,3,3,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41006566,512041414,7040523402,5,14,B,9,2,X,1,1,2,4,1,5,4,3,1,4,4,2,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41006567,512041415,7040523402,5,15,B,10,2,1,1,1,2,4,6,Z,3,3,1,2,4,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41006568,512041416,7040523402,5,16,B,10,2,X,1,1,2,2,8,2,6,1,3,3,1,1,3,3,2,4,1,3,2,1,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X
41006569,512041417,7040523402,5,17,B,10,1,1,1,1,2,4,4,4,4,1,3,3,3,3,3,3,1,3,1,2,3,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X
41006570,512041418,7040523402,5,18,B,9,1,1,1,1,2,6,1,7,7,4,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,Z,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006571,512041419,7040523402,5,19,B,11,1,1,1,1,2,9,9,3,3,3,1,4,4,2,2,1,2,4,1,2,2,2,3,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006572,512041420,7040523402,5,20,B,10,1,1,1,1,2,9,9,3,3,3,2,4,4,4,1,2,4,3,3,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006573,512041421,7040523402,5,21,B,11,1,3,1,1,2,5,6,3,5,4,1,2,2,2,3,2,2,4,2,1,2,1,1,3,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006574,512041422,7040523402,5,22,B,10,1,1,1,1,2,6,6,5,5,3,1,2,3,2,1,3,3,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006575,512041423,7040523402,5,23,B,10,1,1,1,1,2,2,8,1,1,2,1,3,2,3,3,3,4,4,1,1,2,3,3,3,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006576,512041424,7040523402,5,24,B,10,2,X,1,1,2,1,6,7,4,3,5,4,3,2,2,2,3,4,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006577,512041425,7040523402,5,25,B,10,1,1,1,1,2,6,6,5,5,4,5,2,3,3,2,2,1,4,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006578,512041426,7040523402,5,26,B,11,1,1,1,1,2,4,4,5,5,4,1,4,4,4,3,4,1,4,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006579,512041427,7040523402,5,27,B,10,1,1,1,1,2,1,6,3,3,4,1,2,4,4,3,4,1,1,1,3,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006580,512041428,7040523402,5,28,B,10,1,1,1,1,2,4,3,4,5,5,1,4,3,4,2,2,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Z,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006581,512041429,7040523402,5,29,B,11,2,X,1,1,2,5,5,4,3,3,2,4,3,2,1,4,2,1,1,1,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006582,512041430,7040523402,5,30,B,11,1,1,1,1,2,1,1,4,5,4,1,1,4,2,3,2,1,3,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006613,512243751,7040921901,5,1,B,11,2,X,2,2,2,9,9,9,7,2,3,1,1,6,2,1,2,1,1,1,1,3,1,1,1,X,1,1,Z,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006614,512243752,7040921901,5,2,B,9,2,X,2,X,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006615,512243753,7040921901,5,3,B,10,2,X,1,2,2,7,9,9,3,2,3,3,3,2,2,1,1,2,1,1,3,1,2,1,2,2,1,2,X,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,X,X,1,1,2,2,X,1,2,2,1,2,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006616,512243754,7040921901,5,4,B,9,1,1,1,2,2,4,Z,9,9,3,5,3,1,6,2,1,1,2,1,1,3,1,2,2,3,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006617,512243755,7040921901,5,5,B,11,2,X,1,2,2,9,0,5,4,4,5,3,1,2,2,4,4,3,1,1,3,1,1,2,2,2,1,2,1,X,X,X,X,X,X,X,1,1,2,X,1,2,1,1,2,2,2,1,2,1,2,1,2,1,X,X,X,X,X,X,X,1,X,2,1,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006618,512243756,7040921901,5,6,B,9,X,X,1,2,2,7,9,5,4,1,3,3,1,3,X,1,4,4,2,3,3,1,X,X,3,X,1,X,1,1,1,1,2,1,1,1,1,1,1,1,1,X,X,X,2,2,1,1,X,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006619,512243757,7040921901,5,7,B,9,2,X,2,2,2,7,9,9,3,2,5,3,1,6,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,X,X,1,2,2,1,2,1,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006620,512243758,7040921901,5,8,B,12,2,X,2,X,2,1,9,X,X,X,X,3,X,3,X,4,2,3,1,1,3,1,1,X,2,1,3,2,1,X,X,X,1,X,X,X,1,X,X,X,X,X,2,1,X,X,2,2,X,1,1,2,1,2,X,X,X,X,2,X,X,X,2,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006621,512243759,7040921901,5,9,B,10,2,X,1,X,2,7,7,9,3,2,5,3,2,2,2,2,X,2,1,1,3,1,1,1,1,2,3,2,X,1,1,1,1,X,X,1,1,1,2,1,1,2,1,2,X,X,1,1,1,1,X,X,X,2,X,1,X,X,X,X,X,X,2,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006622,512243760,7040921901,5,10,B,11,2,X,1,2,2,4,9,9,3,3,1,3,3,2,2,1,1,2,1,1,3,1,1,1,1,Z,1,2,X,X,1,1,1,1,2,1,1,X,2,X,1,2,1,1,1,2,X,2,X,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006623,512243761,7040921901,5,11,B,10,2,X,1,2,2,4,5,9,7,3,5,4,2,6,3,2,1,2,1,1,Z,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,3,2,1,2,1,1,2,1
41006624,512243762,7040921901,5,12,B,9,2,X,2,X,2,6,5,8,1,3,6,2,3,6,2,1,4,4,1,3,1,3,2,2,1,1,1,1,X,1,X,X,X,X,X,X,X,X,2,X,X,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,1,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,2,X,X,X,X,4,3,X,X,X,3
41006625,512243763,7040921901,5,13,B,10,1,1,2,2,2,9,0,9,5,2,5,4,1,6,2,2,1,4,1,1,3,1,1,1,2,2,2,3,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006626,512243764,7040921901,5,14,B,12,2,X,1,2,2,4,7,5,1,1,4,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,X,1,1,1,1,1,2,1,1,1,1,Z,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,1,X,X,1,1,1,X,1,1,1,1,1,1,1
41006627,512243765,7040921901,5,15,B,10,2,X,2,2,X,1,4,9,9,4,3,1,3,6,2,1,1,3,2,1,3,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,Z,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,4,1,1,2,1,1,4
41006628,512243766,7040921901,5,16,B,11,2,X,2,2,2,5,5,9,4,2,5,3,1,2,2,4,1,1,1,1,3,1,1,1,1,1,1,2,X,1,1,1,1,1,X,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,X,2,4
41006629,512243767,7040921901,5,17,B,10,2,X,1,2,2,9,9,X,X,2,3,3,1,6,2,1,1,1,1,1,3,1,1,2,X,X,X,X,X,1,1,1,1,1,X,X,1,1,X,X,1,X,1,1,2,2,1,X,X,X,X,X,X,X,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006630,512243768,7040921901,5,18,B,10,2,X,1,2,2,7,7,5,5,3,5,3,1,2,2,4,1,X,1,1,3,1,X,1,X,2,1,X,2,1,1,1,1,1,2,1,2,1,X,1,1,2,1,X,1,2,X,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,X,X,X,X,X,X
41006631,512243769,7040921901,5,19,B,11,2,X,2,2,2,7,0,4,3,1,2,3,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,X,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,X,X,X,X,X,X,X,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41006632,512243770,7040921901,5,20,B,12,2,X,2,X,2,Z,Z,Z,4,5,X,X,X,X,1,1,1,1,1,X,1,1,1,1,1,1,1,1,1,Z,Z,1,Z,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1,1,1,1,1,1,1,1,1,1,1
