sq_scan,tq_bar,tq_udise,tq_grade,tq_section,tq_gender,tq_emp,tq_exp,tq_pqua,tq_subj,tq_age,tq_q01,tq_q02,tq_q03,tq_q04,tq_q05,tq_q06,tq_q07,tq_q08,tq_q09,tq_q10,tq_q11,tq_q12,tq_q13,tq_q14,tq_q15,tq_q16,tq_q17,tq_q18,tq_q19,tq_q20,tq_q21,tq_q22,tq_q23,tq_q24,tq_q25,tq_q26,tq_q27,tq_q28,tq_q29,tq_q30,tq_q31,tq_q32,tq_q33,tq_q34,tq_q35,tq_q36,tq_q37,tq_q38,tq_q39,tq_q40,tq_q41,tq_q42,tq_q43,tq_q44,tq_q45,tq_q46,tq_q47,tq_q48,tq_q49,tq_q50,tq_q51,tq_q52,tq_q53,tq_q54,tq_q55,tq_q56,tq_q57,tq_q58,tq_q59,tq_q60,tq_q61,tq_q62,tq_q63,tq_q64,tq_q65,tq_q66,tq_q67,tq_q68,tq_q69,tq_q70a,tq_q70b,tq_q70c,tq_q70d,tq_q71a,tq_q71b,tq_q71c,tq_q71d,tq_q71e,tq_q71f
"41004188","122010550","07040223403","10","A","1","1","3","2","1","3","1","1","1","1","1","1","2","1","1","1","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","1","2","3","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","2","1","2","2","1","1","2","2","2","2","2","2"
"41004189","122010549","07040223403","10","A","1","1","3","2","4","3","1","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","1","3","3","2","3","3","3","3","2","2","1","2","3","1","1","3","3","2","2","1","2","3","3","2","2","1","1","3","2","2","1","3","2","3","3","3","3","1","1","1","2","2","2","1","2","2","2","1","1","2","1","2","1","2"
"41004190","122010546","07040223403","10","A","1","1","3","2","3","2","1","1","2","1","2","1","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","3","3","3","3","3","2","2","2","2","3","2","2","2","3","2","2","2","2","2","2","2","2","2","3","3","2","3","2","2","4","4","1","2","2","2","1","3","1","2","2","2","1","2","2","2","1","2","2"
"41004191","122010547","07040223403","10","A","2","1","4","3","2","4","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","2","3","1","2","2","3","3","3","3","3","2","2","1","2","2","2","3","2","2","2","3","3","3","3","2","3","2","3","2","2","3","2","1","3","1","2","3","4","1","2","2","2","2","4","2","2","2","2","1","2","1","2","2","2","2"
"41004192","122010548","07040223403","10","A","2","1","3","1","X","3","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","3","2","1","1","2","3","3","3","3","3","2","2","1","1","2","2","3","2","2","2","3","3","3","3","3","3","2","2","2","2","2","1","1","3","1","2","3","1","3","3","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1"
"41004193","822008367","07040223403","08","A","2","1","3","1","1","3","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","3","2","1","1","2","3","3","3","3","3","2","2","1","1","2","2","3","2","2","2","3","3","3","3","3","3","2","2","2","2","2","1","1","3","1","2","3","1","3","3","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1"
"41004194","822008366","07040223403","08","A","1","1","4","2","2","4","1","1","2","1","2","1","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","3","3","3","3","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","3","3","2","3","2","2","4","4","1","2","2","2","1","3","1","2","2","1","2","2","1","2","2","2","2"
"41004195","822008365","07040223403","08","A","1","1","4","3","3","4","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","2","3","2","1","1","2","3","2","2","2","2","1","1","2","2","2","2","1","2","2","3","2","3","3","3","3","3","2","2","3","3","2","2","3","3","3","4","4","4","2","4","1","1","4","2","2","2","1","2","2","2","2","1","2","2"
"41004196","822008368","07040223403","08","A","2","X","3","2","4","3","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","3","3","3","3","1","1","3","1","3","1","1","2","1","1","3","3","3","3","3","3","3","2","2","3","3","2","3","3","3","3","2","3","3","2","3","3","3","3","3","3","1","1","1","1","1","5","1","2","2","1","1","2","2","2","2","1","2"
"41004221","822008330","07040122505","08","A","1","1","1","3","1","2","1","1","1","1","2","1","1","1","2","1","2","1","1","2","2","1","1","1","1","1","1","3","3","3","2","2","1","2","3","2","3","2","3","1","1","1","3","3","3","3","3","3","2","2","2","3","2","3","3","3","3","3","2","3","3","1","3","3","3","3","3","3","1","4","1","2","2","4","1","2","2","1","1","1","2","2","2","2","2"
"41004222","822008332","07040122505","08","A","1","3","2","2","4","2","1","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","2","2","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","2","3","4","2","2","2","2","2","2","1","2","2","1","1","2","2","2","2","1","2"
"41004223","822008331","07040122505","08","A","1","3","1","2","3","1","1","1","1","1","2","2","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","2","2","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","2","1","1","2","4","6","2","2","1","1","2","2","2","1","2","2"
"41004224","822008329","07040122505","08","A","1","3","1","2","2","2","1","1","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","3","3","2","2","2","3","3","2","2","1","1","2","1","1","3","3","3","2","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","3","3","3","3","3","3","2","4","1","2","1","1","1","2","2","1","X","1","X","X","1","X","X","X","X"
"41004341","122010506","07040122701","10","A","2","1","4","2","1","3","2","1","1","1","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","2","1","2","1","1","1","1","1","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","1","2","3","3","3","4","4","4","3","4","3","1","2","1","2","2","1","1","X","X","X","X","X","1"
"41004342","122010507","07040122701","10","A","2","1","1","3","4","4","2","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","3","2","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","2","2","3","3","2","3","3","3","3","4","3","4","2","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2"
"41004343","122010508","07040122701","10","A","1","1","4","2","2","4","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","3","3","3","3","2","2","2","2","1","1","1","1","1","1","Z","3","3","3","3","3","2","2","3","2","3","2","2","2","3","3","2","2","3","3","2","3","3","3","3","3","2","1","1","1","1","1","1","1","2","2","1","1","2","1","2","2","2","2"
"41004344","122010509","07040122701","10","A","2","3","1","2","3","1","1","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","1","2","1","1","1","1","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","2","3","3","2","3","3","2","2","2","2","2","4","1","2","2","1","1","2","2","2","1","2","2"
"41004345","122010510","07040122701","10","A","2","1","4","3","1","3","1","1","1","1","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","2","1","2","1","1","1","1","1","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","1","2","3","3","3","4","4","2","2","4","4","1","2","1","X","X","1","2","1","X","X","X","X","X"
"41004407","322003855","07040223402","03","A","2","1","3","1","5","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","3","2","3","2","2","3","1","2","3","3","3","3","4","1","2","1","1","1","5","2","Z","2","2","1","1","1","2","2","1","X"
"41004408","322003854","07040223402","03","A","2","1","3","1","5","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","3","2","3","2","2","3","1","2","3","3","3","3","4","1","2","1","1","1","5","2","Z","2","2","1","1","1","2","2","1","X"
"41004409","322003853","07040223402","03","A","2","1","3","2","5","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","3","2","3","2","2","3","1","2","3","3","3","3","4","1","2","1","1","1","5","2","1","2","2","2","1","1","1","2","2","1"
"41004411","522003838","07040223402","05","X","2","1","3","2","X","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","3","2","3","3","3","2","2","3","3","1","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","2","2","2","2","2","X","2","3","2","3","3","1","4","1","2","1","1","1","5","2","2","1","2","2","1","1","1","2","2","1"
"41004412","522003839","07040223402","05","B","2","1","4","1","5","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","3","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","2","3","3","2","2","3","1","2","3","3","2","1","4","1","2","1","1","1","5","2","2","1","2","2","1","1","1","2","2","1"
"41004413","522003840","07040223402","05","B","2","1","3","2","5","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","3","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","2","3","3","2","2","3","1","2","3","3","2","1","4","1","2","1","1","1","5","2","2","1","2","2","1","1","1","2","2","1"
"41004475","822054199","07040223402","08","B","2","1","4","2","4","4","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","1","1","1","1","3","2","3","3","3","2","1","3","2","3","1","X","X","1","X","X","3","3","3","3","2","2","2","3","2","2","2","2","2","3","3","2","2","3","Z","2","3","3","3","3","4","1","2","1","1","1","2","2","1","1","1","1","1","2","2","2","X","2"
"41004476","822054198","07040223402","08","B","2","1","3","2","3","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","2","3","3","2","3","3","3","2","3","3","2","2","4","1","1","1","1","1","2","2","2","2","1","1","1","2","2","1","2","2"
"41004477","822054197","07040223402","08","B","2","1","4","2","2","3","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","1","1","1","1","3","3","3","1","2","2","2","2","2","3","2","1","1","1","1","2","3","3","3","3","2","2","2","1","2","2","2","2","2","3","2","1","2","3","2","2","3","3","3","3","4","1","1","2","2","1","3","Z","2","2","1","2","1","1","2","2","2","2"
"41004478","822054200","07040223402","08","B","2","1","4","2","1","4","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","3","2","2","2","2","2","3","3","2","2","3","2","2","3","3","2","3","4","1","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","1"
"41004480","522023620","07040321404","05","B","2","1","3","2","3","4","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","2","3","3","3","3","3","2","3","4","1","1","1","2","1","4","1","2","1","2","2","2","2","1","1","2","2"
"41004481","522023621","07040321404","05","B","2","1","2","2","2","2","1","1","1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","3","2","3","3","3","3","3","3","1","2","1","1","1","1","1","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","2","2","3","3","3","3","3","3","2","4","2","1","1","2","1","4","1","2","1","2","2","2","1","2","2","2","2"
"41004482","522023622","07040321404","05","E","2","1","2","1","1","2","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","2","2","2","1","2","1","2","1","2","2","2","2","2","2","2","1"
"41004483","122068780","07040321404","10","E","2","1","4","2","1","3","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","3","1","1","1","1","1","3","3","3","3","3","2","2","3","2","3","3","3","3","3","3","3","3","3","2","1","3","3","3","3","3","4","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","2"
"41004484","122068779","07040321404","10","C","1","1","2","2","4","2","1","1","1","1","2","2","1","Z","1","1","1","1","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","3","3","2","3","3","2","2","2","3","3","3","3","3","3","3","4","2","2","1","2","2","3","1","2","2","2","Z","2","2","2","2","1","2"
"41004485","122068778","07040321404","10","B","1","1","4","2","2","3","2","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","3","3","2","3","3","2","3","2","2","2","3","2","2","2","3","4","2","1","1","2","1","2","1","2","2","2","1","2","1","2","2","2","2"
"41004486","122068776","07040321404","10","B","2","1","2","3","1","2","2","1","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","4","1","1","1","2","1","3","1","2","2","2","1","2","2","2","2","2","1"
"41004487","122068777","07040321404","10","B","2","1","3","2","3","2","2","1","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","3","2","3","3","3","3","3","1","1","1","1","1","1","1","2","3","3","3","3","3","2","3","3","3","3","2","3","3","3","3","2","3","3","3","3","3","3","3","3","4","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","2"
"41004489","822054212","07040321503","08","A","2","1","1","2","4","1","2","1","1","1","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","2","2","3","3","2","2","2","1","2","1","5","1","2","2","1","2","2","2","2","2","1","2"
"41004490","822054211","07040321503","08","A","2","1","1","2","1","1","2","1","1","1","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","2","1","3","X","2","3","2","3","3","2","3","2","3","2","2","3","3","2","2","3","3","2","2","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","2","2","3","3","2","2","2","1","2","2","5","1","2","2","1","2","1","2","2","2","2","2"
"41004491","822054209","07040321503","08","A","1","1","3","2","2","2","2","1","1","1","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","2","2","3","3","2","2","2","1","2","1","5","1","2","2","1","2","2","1","2","2","2","2"
"41004552","822054210","07040321503","08","A","1","1","3","2","3","2","2","1","1","1","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","3","3","3","2","3","3","2","2","3","3","2","2","2","2","3","3","2","2","2","1","2","1","5","1","2","2","1","2","2","2","2","1","2","2"
"41004553","522023626","07040321604","05","B","2","1","3","2","1","3","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","3","3","3","3","2","3","3","3","1","2","1","1","1","1","1","2","2","3","3","1","2","2","2","2","3","3","3","2","3","3","3","2","2","3","2","3","3","3","2","3","4","2","2","1","1","1","2","1","2","1","2","2","2","2","2","2","2","1"
"41004554","522023628","07040321604","05","X","2","1","3","3","3","3","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","3","3","3","3","2","3","3","3","1","2","1","1","1","1","1","2","2","3","3","1","2","2","2","2","3","3","3","2","3","3","3","3","2","2","3","3","3","3","2","3","4","2","2","1","1","1","2","1","1","1","2","2","2","2","1","1","2","2"
"41004555","522023627","07040321604","05","C","2","1","4","1","2","2","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","3","3","3","3","2","3","3","3","1","2","1","1","1","1","1","2","2","3","3","1","2","2","2","2","3","3","3","2","3","3","2","2","2","3","2","3","3","3","2","2","4","2","3","1","1","1","2","1","2","1","2","2","2","1","2","2","2","2"
"41004642","522023640","07040322702","05","A","2","1","2","2","3","3","2","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","3","4","3","2","1","2","1","1","1","X","1","X","X","X","X","X","1","X","X"
"41004643","522023638","07040322702","05","B","2","1","3","3","1","3","2","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","2","2","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","3","4","X","2","1","2","1","5","1","X","1","X","X","X","X","X","X","X","1"
"41004644","522023639","07040322702","05","A","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","3","2","3","3","3","3","3","2","2","3","2","3","3","3","3","2","4","2","1","1","2","2","4","1","2","1","2","2","2","1","2","2","2","2"
